clean_NNAJ_actors|Filename|Year|categoria
Asociación Integral Del Atrato Cocomacia El|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|
Ejército De Liberación Nacional|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas
Unión Cuity|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|
Ejército De Liberación Nacional|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas
Ejército De Liberación Nacional|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas
Ejército De Liberación Nacional|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas
Ejército De Liberación Nacional|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas
Ejército De Liberación Nacional|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas
Ejército De Liberación Nacional|AT N° 018-2021 BOL- Arenal, Montecristo, Morales y Santa Rosa del Sur of.pdf|2021|Guerrillas
Ejército De Liberación Nacional|AT N° 018-2021 BOL- Arenal, Montecristo, Morales y Santa Rosa del Sur of.pdf|2021|Guerrillas
Alcaldías Municipales De Morales|AT N° 018-2021 BOL- Arenal, Montecristo, Morales y Santa Rosa del Sur of.pdf|2021|
Cordillera|AT N° 019-2021 VAL-Cerrito, Guadalajara de Buga y Palmira of.pdf|2021|Pequeños Grupos Ilegales
Resistencia Buga|AT N° 019-2021 VAL-Cerrito, Guadalajara de Buga y Palmira of.pdf|2021|
Facción Disidente|AT N° 019-2021 VAL-Cerrito, Guadalajara de Buga y Palmira of.pdf|2021|
Comando Coordinador De Occidente|AT N° 019-2021 VAL-Cerrito, Guadalajara de Buga y Palmira of.pdf|2021|
Facci Ón Disidente Compañía Adán Izquierdo|AT N° 019-2021 VAL-Cerrito, Guadalajara de Buga y Palmira of.pdf|2021|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 021-2021 VAL-Caicedonia y Sevilla of.pdf|2021|Guerrillas
Compañía Adán Izquierdo|AT N° 021-2021 VAL-Caicedonia y Sevilla of.pdf|2021|
Frente Primero Carolina Ramírez|AT N° 022-2021 AMA-La Pedrera of.pdf|2021|
Yaigojé|AT N° 022-2021 AMA-La Pedrera of.pdf|2021|
Frente 1|AT N° 022-2021 AMA-La Pedrera of.pdf|2021|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 022-2021 AMA-La Pedrera of.pdf|2021|Guerrillas
Inspección De Policía De Araracuara|AT N° 022-2021 AMA-La Pedrera of.pdf|2021|
Frente Primero|AT N° 022-2021 AMA-La Pedrera of.pdf|2021|Disidensias FARC
Frente Primero|AT N° 022-2021 AMA-La Pedrera of.pdf|2021|Disidensias FARC
Instituciones|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|
Ejército De Liberación Nacional|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|Guerrillas
Facciones Disidentes De La S|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|Guerrillas
Ejército De Liberación Nacional|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|Guerrillas
Ejército De Liberación Nacional|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|Guerrillas
Frente Décimo|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|Guerrillas
Frente Décimo Martín Villa|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|Guerrillas
Administración Pública|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|
Unad|AT N° 023-2021 ARA-Cravo Norte y Puerto Rondón of.pdf|2021|
Papayo|AT N° 024-2021 CHO-Litoral del San Juan VAL-Buenaventura of.pdf|2021|
Yukpa Líderes Sociale|AT N° 025-2021 NSANT-El Tarra y San Calixto of.pdf|2021|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 025-2021 NSANT-El Tarra y San Calixto of.pdf|2021|Guerrillas
Cocolon Consejo Comu Nitario Mayor De|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Acosó|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Comunidad Indígena Consejo Comunitario Mayor De Condoto|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Consejos Comunitarios Locales|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Unión  Aguacate|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Consejos Comunitarios Y Resguardos|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Comité De Paro Cívico Por La Dignidad|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Ejército De Liberación Nacional|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|Guerrillas
Secretario De Gobierno De Condoto|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Ejército De Liberación Nacional|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|Guerrillas
Ejército De Liberación Nacional|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|Guerrillas
Ejército De Liberación Nacional|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|Guerrillas
Ejército De Liberación Nacional|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|Guerrillas
Derecho Internacional Humanitario Desplazamientos Forzados Masivos|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Ejército De Liberación Nacional|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|Guerrillas
Dirección De Pueblos Indígenas|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Agencia Presidencial Para La Prosperidad Social|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Personerías Municipales De Nóvita|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Corporación Autónoma Regional Para El Desarrollo Sostenible Del Chocó|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Agencia Nacional De Minería|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Consejo Nacional De Estupefacientes|AT N° 027-2021 CHO-Condoto y Nóvita of.pdf|2021|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 028-2021 SANT-Bucaramanga, Floridablanca, Girón y Piedecuesta of.pdf|2021|Guerrillas
Centros De Atención|AT N° 028-2021 SANT-Bucaramanga, Floridablanca, Girón y Piedecuesta of.pdf|2021|
República B|AT N° 028-2021 SANT-Bucaramanga, Floridablanca, Girón y Piedecuesta of.pdf|2021|
Públicos18|AT N° 028-2021 SANT-Bucaramanga, Floridablanca, Girón y Piedecuesta of.pdf|2021|
Instituto Colombiano De Bienestar Familiar Regional Santander|AT N° 028-2021 SANT-Bucaramanga, Floridablanca, Girón y Piedecuesta of.pdf|2021|
Venecos|AT N° 028-2021 SANT-Bucaramanga, Floridablanca, Girón y Piedecuesta of.pdf|2021|
Centros Públicos De Atención|AT N° 028-2021 SANT-Bucaramanga, Floridablanca, Girón y Piedecuesta of.pdf|2021|
Fiscalía Seccional Santander|AT N° 028-2021 SANT-Bucaramanga, Floridablanca, Girón y Piedecuesta of.pdf|2021|
Algunos|AT N° 028-2021 SANT-Bucaramanga, Floridablanca, Girón y Piedecuesta of.pdf|2021|
Instituto De La Juventud|AT N° 028-2021 SANT-Bucaramanga, Floridablanca, Girón y Piedecuesta of.pdf|2021|
Utilizacion Ilicita De|AT N° 001-2022 VAL-Cali of.pdf|2022|
Frente Primero|AT N° 002-2022 PUT-Puerto Leguízamo of.pdf|2022|Disidensias FARC
Indíg|AT N° 002-2022 PUT-Puerto Leguízamo of.pdf|2022|
L Frente Primero|AT N° 002-2022 PUT-Puerto Leguízamo of.pdf|2022|
C Uatro|AT N° 002-2022 PUT-Puerto Leguízamo of.pdf|2022|
Frente Carolina Ramírez|AT N° 002-2022 PUT-Puerto Leguízamo of.pdf|2022|
Frente Primero Carolina Ramírez|AT N° 002-2022 PUT-Puerto Leguízamo of.pdf|2022|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 002-2022 PUT-Puerto Leguízamo of.pdf|2022|Guerrillas
Frente Primero Carolina Ramírez|AT N° 002-2022 PUT-Puerto Leguízamo of.pdf|2022|
Grupo Armado Ilegal|AT N° 003-2022 RIS-Dosquebradas of.pdf|2022|
Cordillera|AT N° 003-2022 RIS-Dosquebradas of.pdf|2022|Pequeños Grupos Ilegales
Cordillera|AT N° 003-2022 RIS-Dosquebradas of.pdf|2022|Pequeños Grupos Ilegales
Cordillera|AT N° 003-2022 RIS-Dosquebradas of.pdf|2022|Pequeños Grupos Ilegales
Cordillera|AT N° 003-2022 RIS-Dosquebradas of.pdf|2022|Pequeños Grupos Ilegales
Grupo Armado Ilegal|AT N° 003-2022 RIS-Dosquebradas of.pdf|2022|
Gai La Cordillera|AT N° 003-2022 RIS-Dosquebradas of.pdf|2022|
Gai La Cordillera|AT N° 003-2022 RIS-Dosquebradas of.pdf|2022|
Grupo Armado Ilegal|AT N° 003-2022 RIS-Dosquebradas of.pdf|2022|
Gai La Cordillera|AT N° 003-2022 RIS-Dosquebradas of.pdf|2022|
L Grupo Armado Ilegal|AT N° 003-2022 RIS-Dosquebradas of.pdf|2022|
Consejos De Juventud|AT N° 004-2022 Riesgo Electoral of.pdf|2022|
Juventud|AT N° 004-2022 Riesgo Electoral of.pdf|2022|
Consejos Municipales Distritales Y Locales De Juventud|AT N° 004-2022 Riesgo Electoral of.pdf|2022|
Consejos De Juventud|AT N° 004-2022 Riesgo Electoral of.pdf|2022|
Consejos De Juventud|AT N° 004-2022 Riesgo Electoral of.pdf|2022|
Consejos De Juventud|AT N° 004-2022 Riesgo Electoral of.pdf|2022|
Consejos Municipales De Juventud|AT N° 004-2022 Riesgo Electoral of.pdf|2022|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 004-2022 Riesgo Electoral of.pdf|2022|Guerrillas
Fundación Jóvenes Por El|AT N° 004-2022 Riesgo Electoral of.pdf|2022|
Asociación|AT N° 004-2022 Riesgo Electoral of.pdf|2022|
Resguardos Indígenas|AT N° 004-2022 Riesgo Electoral of.pdf|2022|
Sindicatos|AT N° 004-2022 Riesgo Electoral of.pdf|2022|
Algunos|AT N° 004-2022 Riesgo Electoral of.pdf|2022|
Bandas Criminales|AT N° 005-22 CUN-Provincia Sumapaz BOG-Localidad 20 TOL-Icononzo of.pdf|2022|Nuevos Paramilitares (Narco-Para)
Águilas Negras|AT N° 005-22 CUN-Provincia Sumapaz BOG-Localidad 20 TOL-Icononzo of.pdf|2022|Nuevos Paramilitares (Narco-Para)
Segunda Marquetalia|AT N° 005-22 CUN-Provincia Sumapaz BOG-Localidad 20 TOL-Icononzo of.pdf|2022|
Adolescentes Jóvenes Nnaj Líderes|AT N° 005-22 CUN-Provincia Sumapaz BOG-Localidad 20 TOL-Icononzo of.pdf|2022|
Proceso De Reincorporación Per Personas|AT N° 005-22 CUN-Provincia Sumapaz BOG-Localidad 20 TOL-Icononzo of.pdf|2022|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 005-22 CUN-Provincia Sumapaz BOG-Localidad 20 TOL-Icononzo of.pdf|2022|Guerrillas
Po Der|AT N° 005-22 CUN-Provincia Sumapaz BOG-Localidad 20 TOL-Icononzo of.pdf|2022|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 005-22 CUN-Provincia Sumapaz BOG-Localidad 20 TOL-Icononzo of.pdf|2022|Guerrillas
Ejército De Liberación Nacional|AT N° 005-22 CUN-Provincia Sumapaz BOG-Localidad 20 TOL-Icononzo of.pdf|2022|Guerrillas
Águilas Negras|AT N° 005-22 CUN-Provincia Sumapaz BOG-Localidad 20 TOL-Icononzo of.pdf|2022|Nuevos Paramilitares (Narco-Para)
Iconon|AT N° 005-22 CUN-Provincia Sumapaz BOG-Localidad 20 TOL-Icononzo of.pdf|2022|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 005-22 CUN-Provincia Sumapaz BOG-Localidad 20 TOL-Icononzo of.pdf|2022|Guerrillas
Similarmente|AT N° 005-22 CUN-Provincia Sumapaz BOG-Localidad 20 TOL-Icononzo of.pdf|2022|
Grupo Armado Ilegal|AT N° 006-2022 MAG-Algarrobo y Sabanas de San Ángel of.pdf|2022|
Clan Del Golfo|AT N° 010-22 CES-El Copey of.pdf|2022|Nuevos Paramilitares (Narco-Para)
Clan Del Golfo|AT N° 010-22 CES-El Copey of.pdf|2022|Nuevos Paramilitares (Narco-Para)
Clan Del Golfo|AT N° 010-22 CES-El Copey of.pdf|2022|Nuevos Paramilitares (Narco-Para)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 011-2022 CAQ-La Montañita of.pdf|2022|Guerrillas
Comandos De La Frontera|AT N° 011-2022 CAQ-La Montañita of.pdf|2022|
Grupo Armado Ilegal|AT N° 013-2022 ANT-Fredonia y Venecia of.pdf|2022|
Mango|AT N° 013-2022 ANT-Fredonia y Venecia of.pdf|2022|
Mango|AT N° 013-2022 ANT-Fredonia y Venecia of.pdf|2022|
Autodefensas Unidas De Colombia|AT N° 014-2022 CES-Pailitas of.pdf|2022|Paramilitares
Ejército De Liberación Nacional|AT N° 014-2022 CES-Pailitas of.pdf|2022|Guerrillas
Autodefensas Unidas De Colombia|AT N° 054-02 ANTIOQUIA-Itagui.pdf|2002|Paramilitares
Autodefensas Unidas De Colombia|AT N° 062-02 CUNDINAMARCA-Soacha.pdf|2002|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 062-02 CUNDINAMARCA-Soacha.pdf|2002|Guerrillas
Autodefensas Unidas De Colombia|IR N° 078-02 MAGDALENA-Fundación.pdf|2002|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 078-02 MAGDALENA-Fundación.pdf|2002|Guerrillas
Autodefensas Unidas De Colombia|IR N° 078-02 MAGDALENA-Fundación.pdf|2002|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 078-02 MAGDALENA-Fundación.pdf|2002|Guerrillas
Ejército De Liberación Nacional|IR N° 078-02 MAGDALENA-Fundación.pdf|2002|Guerrillas
Autodefensas Unidas De Colombia|IR N° 078-02 MAGDALENA-Fundación.pdf|2002|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 078-02 MAGDALENA-Fundación.pdf|2002|Guerrillas
Ejército De Liberación Nacional|IR N° 078-02 MAGDALENA-Fundación.pdf|2002|Guerrillas
Ejército De Liberación Nacional|IR N° 030-03 RISARALDA-Dosquebradas.pdf|2003|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 032-03 ANTIOQUIA-Ituango.pdf|2003|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 034-03 CHOCO-Riosucio y otros.pdf|2003|Guerrillas
Autodefensas Unidas De Colombia|IR N° 034-03 CHOCO-Riosucio y otros.pdf|2003|Paramilitares
Autodefensas Unidas De Colombia|IR N° 038-03 RISARALDA-Pueblo Rico y CHOCO-Tado.pdf|2003|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 068-03 CHOCÓ-Bojayá.pdf|2003|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 074-03 BOYACA-Duitama.pdf|2003|Guerrillas
Frente Capital|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Guerrillas
Bloque Centauros|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Paramilitares
Autodefensas Unidas De Colombia|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Guerrillas
Frente Capital Bloque Centauros|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Guerrillas
Autodefensas Unidas De Colombia|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Guerrillas
Frente Capital|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Guerrillas
Autodefensas Unidas De Colombia|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Paramilitares
Frente Capital De Las Auc|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Paramilitares
Autodefensas Unidas De Colombia|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 013-04 CUNDINAMARCA-Bogotá.pdf|2004|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 015 -04 ARAUCA-Puerto Rondon y Tame.pdf|2004|Guerrillas
Ejército De Liberación Nacional|IR N° 025-04 CESAR-Valledupar.pdf|2004|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 034-04 VALLE DEL CAUCA - Florida Pradera.pdf|2004|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 034-04 VALLE DEL CAUCA - Florida Pradera.pdf|2004|Guerrillas
Bloque Calima|IR N° 050-04 CHOCO-Novita.pdf|2004|Paramilitares
Autodefensas Unidas De Colombia|IR N° 050-04 CHOCO-Novita.pdf|2004|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 058-04 QUINDIO- Genova, Pijao y Cordoba.pdf|2004|Guerrillas
Autodefensas Unidas De Colombia|IR N° 058-04 QUINDIO- Genova, Pijao y Cordoba.pdf|2004|Paramilitares
Autodefensas Unidas De Colombia|IR N° 072-04 CALDAS-Riosucio.pdf|2004|Paramilitares
Autodefensas Unidas De Colombia|IR N° 081-04 CESAR-Pailitas y Pelaya.pdf|2004|Paramilitares
Autodefensas Unidas De Colombia|IR N° 002-05 PUTUMAYO-San Miguel.pdf|2005|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 002-05 PUTUMAYO-San Miguel.pdf|2005|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 002-05 PUTUMAYO-San Miguel.pdf|2005|Guerrillas
Autodefensas Unidas De Colombia|IR N° 002-05 PUTUMAYO-San Miguel.pdf|2005|Paramilitares
Autodefensas Unidas De Colombia|IR N° 002-05 PUTUMAYO-San Miguel.pdf|2005|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 002-05 PUTUMAYO-San Miguel.pdf|2005|Guerrillas
Autodefensas Unidas De Colombia|IR N° 002-05 PUTUMAYO-San Miguel.pdf|2005|Paramilitares
Constru|IR N° 003-05 RISARALDA-Mistrató.pdf|2005|Pequeños Grupos Ilegales
Autodefensas Unidas De Colombia|IR N° 003-05 RISARALDA-Mistrató.pdf|2005|Paramilitares
Cordillera|IR N° 006-05 VALLE DEL CAUCA- El Cairo.pdf|2005|Pequeños Grupos Ilegales
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 006-05 VALLE DEL CAUCA- El Cairo.pdf|2005|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 006-05 VALLE DEL CAUCA- El Cairo.pdf|2005|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 007-05 CALDAS-Pensilvania.pdf|2005|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 008-05 CAQUETA-La Montañita.pdf|2005|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 008-05 CAQUETA-La Montañita.pdf|2005|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 008-05 CAQUETA-La Montañita.pdf|2005|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 013-05 VALLE DEL CAUCA-Argelia.pdf|2005|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 025-05 META-Uribe.pdf|2005|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 025-05 META-Uribe.pdf|2005|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 029-05 META-Lejanias.pdf|2005|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 029-05 META-Lejanias.pdf|2005|Guerrillas
Cordillera|IR N° 030-05 VALLE DEL CAUCA-Trujillo.pdf|2005|Pequeños Grupos Ilegales
Autodefensas Unidas De Colombia|IR N° 043-05 CORDOBA-Tierralta.pdf|2005|Paramilitares
Autodefensas|IR N° 053-05 CUNDINAMARCA-Soacha.pdf|2005|Paramilitares
Autodefensas Del Bloque Central Santander|IR N° 053-05 CUNDINAMARCA-Soacha.pdf|2005|Paramilitares
Autodefensas Unidas De Colombia|IR N° 053-05 CUNDINAMARCA-Soacha.pdf|2005|Paramilitares
Autodefensas|IR N° 053-05 CUNDINAMARCA-Soacha.pdf|2005|Paramilitares
Autodefensas Unidas De Colombia|IR N° 053-05 CUNDINAMARCA-Soacha.pdf|2005|Paramilitares
Autodefensas Unidas De Colombia|IR N° 053-05 CUNDINAMARCA-Soacha.pdf|2005|Paramilitares
Autodefensas Unidas De Colombia|IR N° 053-05 CUNDINAMARCA-Soacha.pdf|2005|Paramilitares
Juntas De Acción Comunal|IR N° 002-06 TOLIMA-Ibagué y Cajamarca.pdf|2006|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 006-06 CORDOBA-Montelibano y Puerto Libertador.pdf|2006|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 006-06 CORDOBA-Montelibano y Puerto Libertador.pdf|2006|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 006-06 CORDOBA-Montelibano y Puerto Libertador.pdf|2006|Guerrillas
Darien|IR N° 010-06 CHOCÓ-Carmen del Darién.pdf|2006|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 011-06 TOLIMA-Planadas.pdf|2006|Guerrillas
Salento|IR N° 014-06 QUINDIO-Génova, Pijao, Cordoba, Calarca y Sal….pdf|2006|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 014-06 QUINDIO-Génova, Pijao, Cordoba, Calarca y Sal….pdf|2006|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 014-06 QUINDIO-Génova, Pijao, Cordoba, Calarca y Sal….pdf|2006|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 014-06 QUINDIO-Génova, Pijao, Cordoba, Calarca y Sal….pdf|2006|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 014-06 QUINDIO-Génova, Pijao, Cordoba, Calarca y Sal….pdf|2006|Guerrillas
Frente Walter Sánchez|IR N° 021-06 SANTANDER-Bucaramanga, Floridablanca, Giron y….pdf|2006|
Bloque Central|IR N° 021-06 SANTANDER-Bucaramanga, Floridablanca, Giron y….pdf|2006|
Bolívar De Las Auc|IR N° 021-06 SANTANDER-Bucaramanga, Floridablanca, Giron y….pdf|2006|
Amb|IR N° 021-06 SANTANDER-Bucaramanga, Floridablanca, Giron y….pdf|2006|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 030-06 CORDOBA-Tierralta.pdf|2006|Guerrillas
Bloque Centauros|IR N° 036-06 Bogotá D.C..pdf|2006|Paramilitares
Ejército De Liberación Nacional|IR N° 037-06 CHOCO-Alto Baudó, Medio Baudó y Bajo Baudó.pdf|2006|Guerrillas
Comunidad Negría|IR N° 037-06 CHOCO-Alto Baudó, Medio Baudó y Bajo Baudó.pdf|2006|
Unión Waunaam|IR N° 037-06 CHOCO-Alto Baudó, Medio Baudó y Bajo Baudó.pdf|2006|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 037-06 CHOCO-Alto Baudó, Medio Baudó y Bajo Baudó.pdf|2006|Guerrillas
Pacifico|IR N° 037-06 CHOCO-Alto Baudó, Medio Baudó y Bajo Baudó.pdf|2006|
Ejercito Na|IR N° 037-06 CHOCO-Alto Baudó, Medio Baudó y Bajo Baudó.pdf|2006|
Bgp Inc|IR N° 037-06 CHOCO-Alto Baudó, Medio Baudó y Bajo Baudó.pdf|2006|
